kode_bps,nama_bps,kode_dagri,nama_dagri
7504044,BULAWA,75.03.17,BULAWA
7505010,ATINGGOLA,75.05.01,ATINGGOLA
7505011,GENTUMA RAYA,75.05.06,GENTUMA RAYA
7505020,KWANDANG,75.05.02,KWANDANG
7505021,TOMILITO,75.05.07,TOMOLITO
7505022,PONELO KEPULAUAN,75.05.08,PONELO KEPULAUAN
7505030,ANGGREK,75.05.03,ANGGREK
7505031,MONANO,75.05.09,MONANO
7505040,SUMALATA,75.05.04,SUMALATA
7505041,SUMALATA TIMUR,75.05.11,SUMALATA TIMUR
7505050,TOLINGGULA,75.05.05,TOLINGGULA
7505051,BIAU,75.05.10,BIAU
7571010,KOTA BARAT,75.71.01,KOTA BARAT
7571011,DUNGINGI,75.71.04,DUNGINGI
7571020,KOTA SELATAN,75.71.02,KOTA SELATAN
7571021,KOTA TIMUR,75.71.05,KOTA TIMUR
7571022,HULONTHALANGI,75.71.09,HULONTHALANGI
7571023,DUMBO RAYA,75.71.08,DUMBO RAYA
7571030,KOTA UTARA,75.71.03,KOTA UTARA
7571031,KOTA TENGAH,75.71.06,KOTA TENGAH
7571032,SIPATANA,75.71.07,SIPATANA
7601010,BANGGAE,76.05.01,BANGGAE
7601011,BANGGAE TIMUR,76.05.08,BANGGAE TIMUR
7601020,PAMBOANG,76.05.02,PAMBOANG
7601030,SENDANA,76.05.03,SENDANA
7601031,TAMMERODO,76.05.06,TAMMERODO SENDANA
7601033,TUBO SENDANA,76.05.07,TUBO SENDANA
7601040,MALUNDA,76.05.04,MALUNDA
7601041,ULUMANDA,76.05.05,ULUMANDA
7602010,TINAMBUNG,76.04.01,TINAMBUNG
7602011,BALANIPA,76.04.12,BALANIPA
7602012,LIMBORO,76.04.11,LIMBORO
7602020,TUBBI TARAMANU,76.04.05,TUTAR
7602021,ALU,76.04.15,ALLU
7602030,CAMPALAGIAN,76.04.02,CAMPALAGIAN
7602031,LUYO,76.04.10,LUYO
7602040,WONOMULYO,76.04.03,WONOMULYO
7602041,MAPILLI,76.04.08,MAPILLI
7602042,TAPANGO,76.04.07,TAPANGO
7602043,MATAKALI,76.04.14,MATAKALI
7602044,B U L O,76.04.16,BULO
7602050,POLEWALI,76.04.04,POLEWALI
7602051,BINUANG,76.04.06,BINUANG
7602052,ANREAPI,76.04.13,ANREAPI
7602061,MATANGNGA,76.04.09,MATANGNGA
7603010,SUMARORONG,76.03.06,SUMARORONG
7603020,MESSAWA,76.03.07,MESSAWA
7603030,PANA,76.03.04,PANA
7603031,NOSU,76.03.13,NOSU
7603040,TABANG,76.03.10,TABANG
7603050,MAMASA,76.03.03,MAMASA
7603060,TANDUK KALUA,76.03.09,TANDUK KALUA
7603061,BALLA,76.03.12,BALLA
7603070,SESENAPADANG,76.03.08,SESENAPADANG
7603071,TAWALIAN,76.03.14,TAWALIAN
7603080,MAMBI,76.03.01,MAMBI
7603081,BAMBANG,76.03.11,BAMBANG
7603082,RANTEBULAHAN TIMUR,76.03.15,RANTEBULAHAN TIMUR
7603083,MEHALAAN,76.03.17,MEHALAAN
7603090,ARALLE,76.03.02,ARALLE
7603091,BUNTU MALANGKA,76.03.16,BUNTUMALANGKA
7603100,TABULAHAN,76.03.05,TABULAHAN
7604010,TAPALANG,76.02.02,TAPALANG
7604011,TAPALANG BARAT,76.02.13,TAPALANG BARAT
7604020,MAMUJU,76.02.01,MAMUJU
7604022,SIMBORO,76.02.12,SIMBORO DAN
7604023,KEPULAUAN BALA BALAKANG,76.02.16,KEP. BALA BALAKANG
7604030,KALUKKU,76.02.03,KALUKKU
7604031,PAPALANG,76.02.07,PAPALANG
7604032,SAMPAGA,76.02.08,SAMPAGA
7604033,TOMMO,76.02.11,TOMMO
7604040,KALUMPANG,76.02.04,KALUMPANG
7604041,BONEHAU,76.02.15,BONEHAU
7605010,SARUDU,76.01.04,SARUDU
7605011,DAPURANG,76.01.05,DAPURANG
7605012,DURIPOKU,76.01.06,DURIPOKU
7605020,BARAS,76.01.03,BARAS
7605021,BULU TABA,76.01.07,BULU TABA
7605022,LARIANG,76.01.12,LARIANG
7605030,PASANGKAYU,76.01.02,PASANGKAYU
7605031,TIKKE RAYA,76.01.08,TIKKE RAYA
7605032,PEDONGGA,76.01.09,PEDONGGA
7605040,BAMBALAMOTU,76.01.01,BAMBALAMOTU
7605041,BAMBAIRA,76.01.10,BAMBAIRA
7605042,SARJO,76.01.11,SARJO
7606010,PANGALE,76.06.02,PANGALE
7606020,BUDONG-BUDONG,76.06.03,BUDONG-BUDONG
7606030,TOBADAK,76.06.01,TOBADAK
7606040,TOPOYO,76.06.04,TOPOYO
7606050,KAROSSA,76.06.05,KAROSSA
8101040,TANIMBAR SELATAN,81.03.01,TANIMBAR SELATAN
8101041,WER TAMRIAN,81.03.03,WER TAMRIAN
8101042,WER MAKTIAN,81.03.04,WER MAKTIAN
8101043,SELARU,81.03.02,SELARU
8101050,TANIMBAR UTARA,81.03.05,TANIMBAR UTARA
8101051,FORDATA,81.03.06,YARU
8101052,WUAR LABOBAR,81.03.07,WUAR LABOBAR
8101053,NIRUNMAS,81.03.09,NIRUNMAS
8101054,KORMOMOLIN,81.03.08,KORMOMOLIN
8101055,MOLU MARU,81.03.18,MOLU MARU
8102010,KEI KECIL,81.02.01,KEI KECIL
8102012,KEI KECIL BARAT,81.02.14,KEI KECIL BARAT
8102013,KEI KECIL TIMUR,81.02.13,KEI KECIL TIMUR
8102014,HOAT SORBAY,81.02.16,HOAT SORBAY
8102015,MANYEUW,81.02.15,MANYEUW
8102016,KEI KECIL TIMUR SELATAN,81.02.19,KEI KECIL TIMUR SELATAN
8102020,KEI BESAR,81.02.03,KEI BESAR
8102021,KEI BESAR UTARA TIMUR,81.02.05,KEI BESAR UTARA TIMUR
8102022,KEI BESAR SELATAN,81.02.04,KEI BESAR SELATAN
8102023,KEI BESAR UTARA BARAT,81.02.17,KEI BESAR UTARA BARAT
8102024,KEI BESAR SELATAN BARAT,81.02.18,KEI BESAR SELATAN BARAT
8103010,BANDA,81.01.09,BANDA
8103040,TEHORU,81.01.11,TEHORU
8103041,TELUTIH,81.01.23,TELUTIH
8103050,AMAHAI,81.01.01,AMAHAI
8103051,KOTA MASOHI,81.01.17,KOTA MASOHI
8103052,TELUK ELPAPUTIH,81.01.21,TELUK ELPAPUTIH
8103060,TEON NILA SERUA,81.01.02,TEON NILA SERUA
8103080,SAPARUA,81.01.12,SAPARUA
8103081,NUSALAUT,81.01.16,NUSA LAUT
8103082,SAPARUA TIMUR,81.01.26,SAPARUA TIMUR
8103090,P. HARUKU,81.01.13,PULAU HARUKU
8103100,SALAHUTU,81.01.14,SALAHUTU
8103110,LEIHITU,81.01.15,LEIHITU
8103111,LEIHITU BARAT,81.01.22,LEIHITU BARAT
8103140,SERAM UTARA,81.01.06,SERAM UTARA
8103141,SERAM UTARA BARAT,81.01.20,SERAM UTARA BARAT
8103142,SERAM UTARA TIMUR KOBI,81.01.25,SERAM UTARA TIMUR KOBI
8103143,SERAM UTARA TIMUR SETI,81.01.24,SERAM UTARA TIMUR SETI
8104020,NAMLEA,81.04.01,NAMLEA
8104021,WAEAPO,81.04.03,WAEAPO
8104022,WAPLAU,81.04.06,WAPLAU
8104023,BATA BUAL,81.04.10,BATABUAL
8104024,TELUK KAIELY,81.04.14,TELUK KAIELY
8104025,WAELATA,81.04.12,WAELATA
8104026,LOLONG GUBA,81.04.11,LOLONG GUBA
8104027,LILIALY,81.04.15,LILIALY
8104030,AIR BUAYA,81.04.02,AIR BUAYA
8104031,FENA LEISELA,81.04.13,FENA LEISELA
8105010,ARU SELATAN,81.07.02,ARU SELATAN
8105011,ARU SELATAN TIMUR,81.07.09,ARU SELATAN TIMUR
8105012,ARU SELATAN UTARA,81.07.10,ARU SELATAN UTARA
8105020,ARU TENGAH,81.07.03,ARU TENGAH
8105021,ARU TENGAH TIMUR,81.07.07,ARU TENGAH TIMUR
8105022,ARU TENGAH SELATAN,81.07.08,ARU TENGAH SELATAN
8105030,PULAU-PULAU ARU,81.07.01,PULAU-PULAU ARU
8105031,ARU UTARA,81.07.04,ARU UTARA
8105032,ARU UTARA TIMUR BATULEY,81.07.05,ARU UTARA TIMUR
8105033,SIR-SIR,81.07.06,SIR-SIR
8106010,HUAMUAL BELAKANG,81.06.04,HUAMUAL BELAKANG
8106011,KEPULAUAN MANIPA,81.06.09,KEPULAUAN MANIPA
8106020,SERAM BARAT,81.06.02,SERAM BARAT
8106021,HUAMUAL,81.06.08,HUAMUAL
8106030,KAIRATU,81.06.01,KAIRATU
8106031,KAIRATU BARAT,81.06.07,KAIRATU BARAT
8106032,INAMOSOL,81.06.06,INAMOSOL
8106033,AMALATU,81.06.05,AMALATU
8106034,ELPAPUTIH,81.06.11,ELPAPUTIH
8106040,TANIWEL,81.06.03,TANIWEL
8106041,TANIWEL TIMUR,81.06.10,TANIWEL TIMUR
8107010,PULAU GOROM,81.05.04,PULAU GOROM
8107011,KESUI WATUBELA,81.05.05,WAKATE
8107012,TEOR,81.05.10,TEOR
8107013,GOROM TIMUR,81.05.11,GOROM TIMUR
8107014,PULAU PANJANG,81.05.09,PULAU PANJANG
8107020,SERAM TIMUR,81.05.02,SERAM TIMUR
8107021,TUTUK TOLU,81.05.06,TUTUK TOLU
8107022,KILMURY,81.05.08,KILMURY
8107023,LIAN VITU,81.05.14,SIRITAUN WIDA TIMUR
8107024,KIAN DARAT,81.05.13,KIAN DARAT
8107030,WERINAMA,81.05.03,WERINAMA
8107031,SIWALALAT,81.05.07,SIWALALAT
8107040,BULA,81.05.01,BULA
8107041,BULA BARAT,81.05.12,BULA BARAT
8107042,TELUK WARU,81.05.15,TELUK WARU
8108010,WETAR,81.08.06,WETAR
8108011,WETAR BARAT,81.08.14,WETAR BARAT
8108012,WETAR UTARA,81.08.13,WETAR UTARA
8108013,WETAR TIMUR,81.08.15,WETAR TIMUR
8108020,PP. TERSELATAN,81.08.07,PULAU-PULAU TERSELATAN
8108021,KISAR UTARA,81.08.17,KISAR UTARA
8108022,KEPULAUAN ROMANG,81.08.16,KEPULAUAN ROMANG
8108030,LETTI,81.08.08,PULAU LETI
8108041,MOA LAKOR,81.08.01,MOA LAKOR
8108042,LAKOR,81.08.12,PULAU LAKOR
8108050,DAMER,81.08.02,DAMER
8108060,MDONA HYERA,81.08.03,MNDONA HIERA
8108070,PP. BABAR,81.08.04,PULAU-PULAU BABAR
8108071,PULAU WETANG,81.08.11,PULAU WETANG
8108080,BABAR TIMUR,81.08.05,PULAU-PULAU BABAR TIMUR
8108081,PULAU MASELA,81.08.09,PULAU MASELA
8108082,DAWELOOR DAWERA,81.08.10,DAWELOR DAWERA
8109010,KEPALA MADAN,81.09.04,KEPALA MADAN
8109020,LEKSULA,81.09.05,LEKSULA
8109021,FENA FAFAN,81.09.06,FENA FAFAN
8109030,NAMROLE,81.09.01,NAMROLE
8109040,WAESAMA,81.09.02,WAESAMA
8109050,AMBALAU,81.09.03,AMBALAU
8171010,NUSANIWE,81.71.01,NUSANIWE
8171020,SIRIMAU,81.71.02,SIRIMAU
8171021,LEITIMUR SELATAN,81.71.05,LEITIMUR SELATAN
8171030,TELUK AMBON BAGUALA,81.71.03,BAGUALA
8171031,TELUK AMBON,81.71.04,TELUK AMBON
8172010,PP. KUR,81.72.04,PULAU-PULAU KUR
8172011,KUR SELATAN,81.72.05,KUR SELATAN
8172020,TAYANDO TAM,81.72.03,TAYANDO TAM
8172030,PULAU DULLAH UTARA,81.72.01,PULAU DULLAH UTARA
8172040,PULAU DULLAH SELATAN,81.72.02,PULAU DULLAH SELATAN
8201090,JAILOLO,82.01.01,JAILOLO
8201091,JAILOLO SELATAN,82.01.05,JAILOLO SELATAN
8201100,SAHU,82.01.04,SAHU
8201101,SAHU TIMUR,82.01.09,SAHU TIMUR
8201130,IBU,82.01.03,IBU
8201131,IBU SELATAN,82.01.08,IBU SELATAN
8201132,TABARU,82.01.07,IBU UTARA
8201140,LOLODA,82.01.02,LOLODA
8202030,WEDA,82.02.01,WEDA
8202031,WEDA SELATAN,82.02.05,WEDA SELATAN
8202032,WEDA UTARA,82.02.04,WEDA UTARA
8202033,WEDA TENGAH,82.02.07,WEDA TENGAH
8202041,PULAU GEBE,82.02.03,PULAU GEBE
8202042,PATANI,82.02.02,PATANI
8202043,PATANI UTARA,82.02.06,PATANI UTARA
8202044,PATANI BARAT,82.02.08,PATANI BARAT
8202045,PATANI TIMUR,82.02.10,PATANI TIMUR
8203010,SULA BESI BARAT,82.05.03,SULABESI BARAT
8203011,SULABESI SELATAN,82.05.09,SULABESI SELATAN
8203020,SANANA,82.05.02,SANANA
8203021,SULA BESI TENGAH,82.05.07,SULABESI TENGAH
8203022,SULABESI TIMUR,82.05.08,SULABESI TIMUR
8203023,SANANA UTARA,82.05.18,SANANA UTARA
8203030,MANGOLI TIMUR,82.05.01,MANGOLI TIMUR
8203031,MANGOLI TENGAH,82.05.11,MANGOLI TENGAH
8203032,MANGOLI UTARA TIMUR,82.05.10,MANGOLI UTARA TIMUR
8203040,MANGOLI BARAT,82.05.06,MANGOLI BARAT
8203041,MANGOLI UTARA,82.05.13,MANGOLI UTARA
8203042,MANGOLI SELATAN,82.05.12,MANGOLI SELATAN
8204010,OBI SELATAN,82.04.05,OBI SELATAN
8204020,OBI,82.04.06,OBI
8204021,OBI BARAT,82.04.28,OBI BARAT
8204022,OBI TIMUR,82.04.29,OBI TIMUR
8204023,OBI UTARA,82.04.30,OBI UTARA
8204030,BACAN,82.04.08,BACAN
8204031,MANDIOLI SELATAN,82.04.19,MANDIOLI SELATAN
8204032,MANDIOLI UTARA,82.04.20,MANDIOLI UTARA
8204033,BACAN SELATAN,82.04.17,BACAN SELATAN
8204034,BATANG LOMANG,82.04.18,KEPULAUAN HOTANGLOMANG
8204040,BACAN TIMUR,82.04.07,BACAN TIMUR
8204041,BACAN TIMUR SELATAN,82.04.21,BACAN TIMUR SELATAN
8204042,BACAN TIMUR TENGAH,82.04.22,BACAN TIMUR TENGAH
8204050,BACAN BARAT,82.04.09,BACAN BARAT
8204051,KASIRUTA BARAT,82.04.15,KASIRUTA BARAT
8204052,KASIRUTA TIMUR,82.04.16,KASIRUTA TIMUR
8204053,BACAN BARAT UTARA,82.04.14,BACAN BARAT UTARA
8204060,KAYOA,82.04.02,KAYOA
8204061,KAYOA BARAT,82.04.11,KAYOA BARAT
8204062,KAYOA SELATAN,82.04.12,KAYOA SELATAN
8204063,KAYOA UTARA,82.04.13,KAYOA UTARA
8204070,PULAU MAKIAN,82.04.01,PULAU MAKIAN
8204071,MAKIAN BARAT,82.04.10,MAKIAN BARAT
8204080,GANE BARAT,82.04.04,GANE BARAT
8204081,GANE BARAT SELATAN,82.04.23,GANE BARAT SELATAN
8204082,GANE BARAT UTARA,82.04.24,GANE BARAT UTARA
8204083,KEPULAUAN JORONGA,82.04.25,KEPULAUAN JORONGA
8204090,GANE TIMUR,82.04.03,GANE TIMUR
8204091,GANE TIMUR TENGAH,82.04.27,GANE TIMUR TENGAH
8204092,GANE TIMUR SELATAN,82.04.26,GANE TIMUR SELATAN
8205010,MALIFUT,82.03.08,MALIFUT
8205011,KAO TELUK,82.03.22,KAO TELUK
8205020,KAO,82.03.07,KAO
8205021,KAO BARAT,82.03.21,KAO BARAT
8205022,KAO UTARA,82.03.20,KAO UTARA
8205030,TOBELO SELATAN,82.03.06,TOBELO SELATAN
8205031,TOBELO BARAT,82.03.13,TOBELO BARAT
8205032,TOBELO TIMUR,82.03.12,TOBELO TIMUR
8205040,TOBELO,82.03.05,TOBELO
8205041,TOBELO TENGAH,82.03.11,TOBELO TENGAH
8205042,TOBELO UTARA,82.03.10,TOBELO UTARA
8205050,GALELA,82.03.04,GALELA
8205051,GALELA SELATAN,82.03.16,GALELA SELATAN
8205052,GALELA BARAT,82.03.14,GALELA BARAT
8205053,GALELA UTARA,82.03.15,GALELA UTARA
8205060,LOLODA UTARA,82.03.09,LOLODA UTARA
8205061,LOLODA KEPULAUAN,82.03.19,LOLODA KEPULAUAN
8206010,MABA SELATAN,82.06.03,MABA SELATAN
8206011,KOTA MABA,82.06.10,KOTA MABA
8206020,WASILE SELATAN,82.06.04,WASILE SELATAN
8206030,WASILE,82.06.01,WASILE
8206031,WASILE TIMUR,82.06.07,WASILE TIMUR
8206032,WASILE TENGAH,82.06.05,WASILE TENGAH
8206033,WASILE UTARA,82.06.06,WASILE UTARA
8206040,MABA,82.06.02,MABA
8206041,MABA TENGAH,82.06.08,MABA TENGAH
8206042,MABA UTARA,82.06.09,MABA UTARA
8207010,MOROTAI SELATAN,82.07.01,MOROTAI SELATAN
8207020,MOROTAI TIMUR,82.07.05,MOROTAI TIMUR
8207030,MOROTAI SELATAN BARAT,82.07.02,MOROTAI SELATAN BARAT
8207040,MOROTAI JAYA,82.07.03,MOROTAI JAYA
8207050,MOROTAI UTARA,82.07.04,MOROTAI UTARA
8208010,TALIABU BARAT,82.08.01,TALIABU BARAT
8208020,TALIABU SELATAN,82.08.07,TALIABU SELATAN
8208030,TABONA,82.08.08,TABONA
8208040,TALIABU TIMUR SELATAN,82.08.06,TALIABU TIMUR SELATAN
8208050,TALIABU TIMUR,82.08.05,TALIABU TIMUR
8208060,TALIABU UTARA,82.08.04,TALIABU UTARA
8208070,LEDE,82.08.03,LEDE
8208080,TALIABU BARAT LAUT,82.08.02,TALIABU BARAT LAUT
8271010,PULAU TERNATE,82.71.01,PULAU TERNATE
8271011,MOTI,82.71.04,MOTI
8271012,PULAU BATANG DUA,82.71.05,PULAU BATANG DUA
8271013,PULAU HIRI,82.71.07,PULAU HIRI
8271014,TERNATE BARAT,82.71.08,TERNATE BARAT
8271020,TERNATE SELATAN,82.71.02,KOTA TERNATE SELATAN
8271021,TERNATE TENGAH,82.71.06,KOTA TERNATE TENGAH
8271030,TERNATE UTARA,82.71.03,KOTA TERNATE UTARA
8272010,TIDORE SELATAN,82.72.04,TIDORE SELATAN
8272020,TIDORE UTARA,82.72.05,TIDORE UTARA
8272030,TIDORE,82.72.01,TIDORE
8272031,TIDORE TIMUR,82.72.08,TIDORE TIMUR
8272040,OBA,82.72.03,OBA
8272041,OBA SELATAN,82.72.07,OBA SELATAN
8272050,OBA UTARA,82.72.02,OBA UTARA
8272051,OBA TENGAH,82.72.06,OBA TENGAH
9101050,FAKFAK TIMUR,92.03.03,FAK-FAK TIMUR
9101051,KARAS,92.03.06,KARAS
9101052,FAKFAK TIMUR TENGAH,92.03.12,FAKFAK TIMUR TENGAH
9101060,FAKFAK,92.03.01,FAK-FAK
9101061,FAKFAK TENGAH,92.03.05,FAK-FAK TENGAH
9101062,PARIWARI,92.03.10,PARIWARI
9101070,FAKFAK BARAT,92.03.02,FAK-FAK BARAT
9101071,WARTUTIN,92.03.11,WARTUTIN
9101080,KOKAS,92.03.04,KOKAS
9101081,TELUK PATIPI,92.03.09,TELUK PATIPI
9101082,KRAMONGMONGGA,92.03.08,KRAMONGMONGGA
9101083,BOMBERAY,92.03.07,BOMBERAY
9101084,ARGUNI,92.03.13,ARGUNI
9101085,MBAHAMDANDARA,92.03.14,MBAHAMDANDARA
9101086,FURWAGI,92.03.16,FURWAGI
9101087,KAYAUNI,92.03.15,KAYAUNI
9101088,TOMAGE,92.03.17,TOMAGE
9102010,BURUWAY,92.08.02,BURUWAY
9102020,TELUK ARGUNI,92.08.03,TELUK ARGUNI ATAS
9102021,TELUK ARGUNI BAWAH,92.08.06,TELUK ARGUNI BAWAH
9102030,KAIMANA,92.08.01,KAIMANA
9102031,KAMBRAU,92.08.05,KAMBRAU
9102040,TELUK ETNA,92.08.04,TELUK ETNA
9102041,YAMOR,92.08.07,YAMOR
9103010,NAIKERE,92.07.07,NAIKERE
9103020,WONDIBOY,92.07.04,WONDIBOY
9103021,RASIEY,92.07.08,RASIEI
9103022,KURI WAMESA,92.07.09,KURI WAMESA
9103030,WASIOR,92.07.01,WASIOR
9103040,DUAIRI,92.07.03,TELUK DUAIRI
9103041,ROON,92.07.10,ROON
9103050,WINDESI,92.07.02,WINDESI
9103051,NIKIWAR,92.07.12,NIKIWAR
9103060,WAMESA,92.07.05,WAMESA
9103061,ROSWAR,92.07.11,ROSWAR
9103070,RUMBERPON,92.07.06,RUMBERPON
9103071,SOUG JAYA,92.07.13,SOUG JAYA
9104010,FAFURWAR,92.06.08,FAFURWAR
9104020,BABO,92.06.03,BABO
9104021,SUMURI,92.06.14,SUMURI
9104022,AROBA,92.06.16,AROBA
9104023,KAITARO,92.06.15,KAITARO
9104030,KURI,92.06.10,KURI
9104040,WAMESA,92.06.07,WAMESA
9104050,BINTUNI,92.06.01,BINTUNI
9104051,MANIMERI,92.06.11,MANIMERI
9104052,TUHIBA,92.06.12,TUHIBA
9104053,DATARAN BEIMES,92.06.13,DATARAN BEIMES
9104060,TEMBUNI,92.06.09,TEMBUNI
9104070,ARANDAY,92.06.04,ARANDAY
9104071,KAMUNDAN,92.06.20,KAMUNDAN
9104072,TOMU,92.06.19,TOMU
9104073,WERIAGAR,92.06.21,WERIAGAR
9104080,MOSKONA SELATAN,92.06.05,MOSKONA SELATAN
9104081,MEYADO,92.06.23,MEYADO
9104082,MOSKONA BARAT,92.06.22,MOSKONA BARAT
9104090,MERDEY,92.06.02,MERDEY
9104091,BISCOOP,92.06.18,BISCOOP
9104092,MASYETA,92.06.17,MASYETA
9104100,MOSKONA UTARA,92.06.06,MOSKONA UTARA
9104101,MOSKONA TIMUR,92.06.24,MOSKONA TIMUR
9105110,WARMARE,92.02.03,WARMARE
9105120,PRAFI,92.02.04,PRAFI
9105141,MANOKWARI BARAT,92.02.12,MANOKWARI BARAT
9105142,MANOKWARI TIMUR,92.02.13,MANOKWARI TIMUR
9105143,MANOKWARI UTARA,92.02.14,MANOKWARI UTARA
9105144,MANOKWARI SELATAN,92.02.15,MANOKWARI SELATAN
9105146,TANAH RUBUH,92.02.17,TANAH RUBUH
9105170,MASNI,92.02.05,MASNI
9105171,SIDEY,92.02.21,SIDEY
9106010,INANWATAN,92.04.04,INANWATAN
9106011,METEMANI,92.04.20,MATEMANI
9106020,KOKODA,92.04.09,KOKODA
9106021,KAIS,92.04.14,KAIS
9106022,KOKODA UTARA,92.04.21,KOKODA UTARA
9106023,KAIS DARAT,92.04.26,KAIS DARAT
9106060,MOSWAREN,92.04.10,MOSWAREN
9106070,TEMINABUAN,92.04.01,TEMINABUAN
9106071,SEREMUK,92.04.11,SEREMUK
9106072,WAYER,92.04.12,WAYER
9106073,KONDA,92.04.15,KONDA
9106074,SAIFI,92.04.22,SAIFI
9106080,SAWIAT,92.04.06,SAWIAT
9106081,FOKOUR,92.04.24,FOKOUR
9106082,SALKMA,92.04.25,SALKMA
9107061,KLASO,92.01.41,KLASO
9107062,SAENGKEDUK,92.01.48,SAENGKEDUK
9107100,MAKBON,92.01.01,MAKBON
9107101,KLAYILI,92.01.40,KLAYILI
9107110,BERAUR,92.01.04,BERAUR
9107111,KLAMONO,92.01.08,KLAMONO
9107112,KLABOT,92.01.17,KLABOT
9107113,KLAWAK,92.01.18,KLAWAK
9107114,BAGUN,92.01.44,BAGUN
9107115,KLASAFET,92.01.51,KLASAFET
9107116,MALABOTOM,92.01.49,MALABOTOM
9107118,BOTAIN,92.01.54,BOTAIN
9107119,KONHIR,92.01.50,KONHIR
9107120,SALAWATI,92.01.05,SALAWATI
9107121,MAYAMUK,92.01.13,MAYAMUK
9107122,MOISIGIN,92.01.42,MOISEGEN
9107123,HOBARD,92.01.52,HOBARD
9107124,BUK,92.01.47,BUK
9107130,SEGET,92.01.06,SEGET
9107131,SEGUN,92.01.12,SEGUN
9107132,SALAWATI SELATAN,92.01.14,SALAWATI SELATAN
9107133,SALAWATI TENGAH,92.01.53,SALAWATI TENGAH
9107170,AIMAS,92.01.07,AIMAS
9107171,MARIAT,92.01.39,MARIAT
9107172,SORONG,92.01.43,SORONG
9107180,SAYOSA,92.01.10,SAYOSA
9107181,MAUDUS,92.01.20,MAUDUS
9107182,WEMAK,92.01.45,WEMAK
9107183,SAYOSA TIMUR,92.01.55,SAYOSA TIMUR
9107184,SUNOOK,92.01.46,SUNOOK
9108011,MISOOL SELATAN,92.05.13,MISOOL SELATAN
9108012,MISOOL BARAT,92.05.16,MISOOL BARAT
9108020,MISOOL,92.05.01,MISOOL (MISOOL UTARA)
9108021,KOFIAU,92.05.10,KOFIAU
9108022,MISOOL TIMUR,92.05.06,MISOOL TIMUR
9108023,KEPULAUAN SEMBILAN,92.05.17,KEPULAUAN SEMBILAN
9108031,SALAWATI UTARA,92.05.04,SALAWATI UTARA
9108033,SALAWATI TENGAH,92.05.22,SALAWATI TENGAH
9108034,SALAWATI BARAT,92.05.21,SALAWATI BARAT
9108035,BATANTA SELATAN,92.05.25,BATANTA SELATAN
9108036,BATANTA UTARA,92.05.20,BATANTA UTARA
9108040,WAIGEO SELATAN,92.05.03,WAIGEO SELATAN
9108041,TELUK MAYALIBIT,92.05.09,TELUK MAYALIBIT
9108042,MEOS MANSAR,92.05.11,MEOS MANSAR
9108043,KOTA WAISAI,92.05.18,KOTA WAISAI
9108044,TIPLOL MAYALIBIT,92.05.19,TIPLOL MAYALIBIT
9108050,WAIGEO BARAT,92.05.07,WAIGEO BARAT
9108051,WAIGEO BARAT KEPULAUAN,92.05.15,WAIGEO BARAT KEPULAUAN
9108060,WAIGEO UTARA,92.05.02,WAIGEO UTARA
9108061,WARWARBOMI,92.05.14,WARWARBOMI
9108062,SUPNIN,92.05.23,SUPNIN
9108070,KEPULAUAN AYAU,92.05.24,AYAU
9108071,AYAU,92.05.05,KEPULAUAN AYAU
9108080,WAIGEO TIMUR,92.05.08,WAIGEO TIMUR
9109010,FEF,92.09.01,FEF
9109011,SYUJAK,92.09.07,SYUJAK
9109012,ASES,92.09.15,ASES
9109013,TINGGOUW,92.09.20,TINGGOUW
9109020,MIYAH,92.09.02,MIYAH
9109021,MIYAH SELATAN,92.09.16,MIYAH SELATAN
9109022,IRERES,92.09.17,IRERES
9109023,WILHEM ROUMBOUTS,92.09.19,WILHEM ROUMBOUTS
9109030,ABUN,92.09.06,ABUN
9109040,KWOOR,92.09.04,KWOOR
9109041,TOBOUW,92.09.18,TOBOUW
9109042,KWESEFO,92.09.21,KWESEFO
9109050,SAUSAPOR,92.09.05,SAUSAPOR
9109051,BIKAR,92.09.13,BIKAR
9109060,YEMBUN,92.09.03,YEMBUN
9109061,BAMUSBAMA,92.09.14,BAMUSBAMA
9109070,KEBAR,92.09.09,KEBAR
9109071,KEBAR TIMUR,92.09.23,KEBAR TIMUR
9109072,KEBAR SELATAN,92.09.24,KEBAR SELATAN
9109073,MANEKAR,92.09.25,MANEKAR
9109080,SENOPI,92.09.11,SENOPI
9109081,MAWABUAN,92.09.22,MAWABUAN
9109090,AMBERBAKEN,92.09.10,AMBERBAKEN
9109091,MPUR,92.09.26,MPUR
9109092,AMBERBAKEN BARAT,92.09.27,AMBERBAKEN BARAT
9109100,MUBRANI,92.09.12,MUBRANI
9109110,MORAID,92.09.08,MORAID
9109111,SELEMKAI,92.09.29,SELEMKAI
9109112,KASI,92.09.28,KASI
9110010,AITINYO BARAT/ATHABU,92.10.05,AITINYO BARAT
9110011,AYAMARU SELATAN JAYA,92.10.17,AYAMARU SELATAN JAYA
9110020,AITINYO,92.10.06,AITINYO
9110021,AITINYO TENGAH,92.10.22,AITINYO TENGAH
9110030,AIFAT SELATAN,92.10.04,AIFAT SELATAN
9110031,AIFAT TIMUR SELATAN,92.10.14,AIFAT TIMUR SELATAN
9110040,AIFAT,92.10.01,AIFAT
9110050,AITINYO UTARA,92.10.07,AITINYO UTARA
9110051,AITINYO RAYA,92.10.23,AITINYO RAYA
